ID,GENENAME
ENSMUST00000179396.1,Gm23793
ENSMUST00000179398.1,Ankrd44
ENSMUST00000179399.2,A630076J17Rik
ENSMUST00000179400.1,Crnde
ENSMUST00000179402.1,Gm15260
ENSMUST00000179403.1,Gm26334
ENSMUST00000179404.7,Gm10256
ENSMUST00000179405.1,Gm25463
ENSMUST00000179407.1,Gm22474
ENSMUST00000179408.2,Rbm31y
ENSMUST00000179410.1,Gm20873
ENSMUST00000179411.1,Gm8246
ENSMUST00000179412.1,Muc3a
ENSMUST00000179414.1,Rps12-ps23
ENSMUST00000179416.7,Tfdp2
ENSMUST00000179417.1,Itpk1
ENSMUST00000179418.8,Pfdn6
ENSMUST00000179419.1,Gm24182
ENSMUST00000179420.1,Rps12-ps18
ENSMUST00000179421.8,Crnde
ENSMUST00000179422.7,Ecsit
ENSMUST00000179424.2,Gm28637
ENSMUST00000179425.1,Gm13272
ENSMUST00000179427.1,Gm23287
ENSMUST00000179429.5,Hsd3b4
ENSMUST00000179430.1,Gm10845
ENSMUST00000179431.1,n-R5s117
ENSMUST00000179432.1,Gm25212
ENSMUST00000179433.7,Aldh3b3
ENSMUST00000179434.7,Cyp4f14
ENSMUST00000179435.1,Gm14295
ENSMUST00000179436.1,CAAA01147332.1
ENSMUST00000179437.1,Gm14992
ENSMUST00000179440.1,Gm24242
ENSMUST00000179441.1,Obox4-ps18
ENSMUST00000179443.2,Gfy
ENSMUST00000179444.1,Gm22825
ENSMUST00000179445.7,Pitpna
ENSMUST00000179446.1,Gm23860
ENSMUST00000179447.1,Mir467a-2
ENSMUST00000179448.1,Gm13693
ENSMUST00000179449.1,Gm26336
ENSMUST00000179450.8,Olfr1182
ENSMUST00000179451.1,Gm26432
ENSMUST00000179454.1,Gm23139
ENSMUST00000179455.1,AF067063
ENSMUST00000179457.1,Gm26296
ENSMUST00000179458.1,Smad6
ENSMUST00000179460.2,Tubb4b-ps1
ENSMUST00000179462.1,Gm10067
ENSMUST00000179464.1,Gm26297
ENSMUST00000179465.2,Dlgap5
ENSMUST00000179466.1,Btbd35f6
ENSMUST00000179467.1,Ccdc141
ENSMUST00000179468.1,Gm8332
ENSMUST00000179469.1,Gm25585
ENSMUST00000179470.1,Gm21028
ENSMUST00000179471.1,Gm22951
ENSMUST00000179472.7,Mro
ENSMUST00000179473.2,Gm21638
ENSMUST00000179474.8,Fam160a2
ENSMUST00000179475.1,Gm23308
ENSMUST00000179476.1,n-R5s138
ENSMUST00000179477.1,Flg
ENSMUST00000179478.7,Hnrnpf
ENSMUST00000179479.2,Hmgb1-ps9
ENSMUST00000179480.1,Gm21861
ENSMUST00000179481.1,Scgb1b3
ENSMUST00000179482.1,Speer1
ENSMUST00000179483.8,Gm47283
ENSMUST00000179484.1,Gm25618
ENSMUST00000179485.2,Gm28010
ENSMUST00000179486.1,Gm3012
ENSMUST00000179487.1,AC133103.2
ENSMUST00000179488.2,2610528A11Rik
ENSMUST00000179489.7,Efl1
ENSMUST00000179490.1,Gm13287
ENSMUST00000179491.1,Gm10668
ENSMUST00000179492.1,Vmn1r-ps76
ENSMUST00000179493.1,Gm5891
ENSMUST00000179494.1,n-R5s209
ENSMUST00000179496.1,Gm22992
ENSMUST00000179498.1,Rad54b
ENSMUST00000179499.1,Gm24863
ENSMUST00000179500.1,n-R5s122
ENSMUST00000179501.1,Dlc1
ENSMUST00000179502.1,Gm21761
ENSMUST00000179503.2,1600014C10Rik
ENSMUST00000179504.1,Gm13695
ENSMUST00000179505.7,AC149090.1
ENSMUST00000179506.1,Speer4c
ENSMUST00000179508.1,Gm21677
ENSMUST00000179509.1,Gm25457
ENSMUST00000179510.1,Gm24520
ENSMUST00000179511.1,Vmn1r111
ENSMUST00000179512.2,Trav13d-3
ENSMUST00000179516.1,Gm22619
ENSMUST00000179518.1,Snord116l1
ENSMUST00000179519.2,Gm21963
ENSMUST00000179520.1,Ighd4-1
ENSMUST00000179521.7,Pitpna
ENSMUST00000179522.1,Gm21904
ENSMUST00000179523.1,Gm21394
ENSMUST00000179525.7,1600014C10Rik
ENSMUST00000179526.1,Tmem215
ENSMUST00000179529.1,Astx1a
ENSMUST00000179530.1,Gm25742
ENSMUST00000179531.1,Rnpepl1
ENSMUST00000179532.1,Btbd35f29
ENSMUST00000179533.1,Gm26366
ENSMUST00000179535.1,Gm25064
ENSMUST00000179536.1,Gm21839
ENSMUST00000179539.8,Gm3448
ENSMUST00000179542.1,n-R5s143
ENSMUST00000179543.7,Noc2l
ENSMUST00000179544.1,Gm21954
ENSMUST00000179545.1,Gm23216
ENSMUST00000179546.7,Rsph14
ENSMUST00000179548.2,Gm25617
ENSMUST00000179549.2,Ccdc85b
ENSMUST00000179550.1,S100a2
ENSMUST00000179551.2,Gm21241
ENSMUST00000179552.1,Gm13697
ENSMUST00000179553.1,1110059E24Rik
ENSMUST00000179554.2,Dynlt1f
ENSMUST00000179555.7,Zfp518b
ENSMUST00000179556.1,Zfp574
ENSMUST00000179558.1,Gm20834
ENSMUST00000179560.1,Ighd2-4
ENSMUST00000179561.1,Gm25144
ENSMUST00000179563.7,Fcho2
ENSMUST00000179564.1,Mup-ps6
ENSMUST00000179565.7,Gramd1c
ENSMUST00000179567.1,Rps12-ps15
ENSMUST00000179568.2,Amy2a4
ENSMUST00000179569.2,Dynlt1b
ENSMUST00000179570.2,Gm21783
ENSMUST00000179572.1,Axdnd1
ENSMUST00000179573.1,A630095N17Rik
ENSMUST00000179574.1,Prss35
ENSMUST00000179575.7,Gm21917
ENSMUST00000179576.1,Gm25209
ENSMUST00000179577.2,Mdga2
ENSMUST00000179578.1,Gm24390
ENSMUST00000179579.1,Gm25255
ENSMUST00000179580.2,Trav13n-3
ENSMUST00000179583.2,Trav12n-3
ENSMUST00000179584.7,Pfkfb3
ENSMUST00000179586.1,Gm12614
ENSMUST00000179589.1,Gm24761
ENSMUST00000179590.1,Gm21812
ENSMUST00000179591.1,Obox4-ps20
ENSMUST00000179592.7,Fgfr1
ENSMUST00000179593.1,Psmb9
ENSMUST00000179594.1,Vmn1r165
ENSMUST00000179595.1,Gm21721
ENSMUST00000179597.1,Gm5645
ENSMUST00000179598.3,Gm38394
ENSMUST00000179600.7,Xlr5a
ENSMUST00000179601.1,Rpl36-ps4
ENSMUST00000179602.1,Obox4-ps22
ENSMUST00000179603.1,Gm23963
ENSMUST00000179604.1,Gm24957
ENSMUST00000179605.8,Zfp653
ENSMUST00000179607.2,Trav6n-7
ENSMUST00000179609.1,Gm23945
ENSMUST00000179610.1,Gm26443
ENSMUST00000179611.1,Kifc5c-ps
ENSMUST00000179613.1,Nat8f7
ENSMUST00000179615.1,Gm26466
ENSMUST00000179617.1,Gm23816
ENSMUST00000179618.7,Astl
ENSMUST00000179619.8,Adgrg1
ENSMUST00000179620.7,Oaz1
ENSMUST00000179621.1,Gm22513
ENSMUST00000179623.1,Gm21748
ENSMUST00000179624.7,Prkn
ENSMUST00000179625.7,Sncaip
ENSMUST00000179626.1,Rhox5
ENSMUST00000179627.1,Gm10931
ENSMUST00000179628.1,Gm26390
ENSMUST00000179629.1,Gm20918
ENSMUST00000179630.1,Gm22941
ENSMUST00000179631.2,Gm21894
ENSMUST00000179633.1,Gm7950
ENSMUST00000179634.1,Ccl19-ps3
ENSMUST00000179635.1,Dhx33
ENSMUST00000179636.2,Slc6a15
ENSMUST00000179637.2,1110002L01Rik
ENSMUST00000179640.1,1500015L24Rik
ENSMUST00000179641.1,Gm22450
ENSMUST00000179642.1,Gm26097
ENSMUST00000179643.7,Rab10os
ENSMUST00000179644.1,4933409K07Rik
ENSMUST00000179646.1,Gm21821
ENSMUST00000179647.1,9430069I07Rik
ENSMUST00000179648.1,Ifi213
ENSMUST00000179649.1,Gm3149
ENSMUST00000179652.1,Dlc1
ENSMUST00000179654.2,Gm21726
ENSMUST00000179655.1,Gpr45
ENSMUST00000179656.1,Gm22631
ENSMUST00000179657.1,Ighv2-6
ENSMUST00000179658.7,Tnnt3
ENSMUST00000179659.1,Gm3317
ENSMUST00000179660.1,Gm16416
ENSMUST00000179661.1,Gm26392
ENSMUST00000179662.7,1700010L04Rik
ENSMUST00000179663.1,Gm20809
ENSMUST00000179664.1,Trdd1
ENSMUST00000179665.1,Gm20737
ENSMUST00000179666.2,Gm21276
ENSMUST00000179667.1,Gm25024
ENSMUST00000179668.1,Gm10736
ENSMUST00000179669.2,Foxg1
ENSMUST00000179670.1,Gm22995
ENSMUST00000179672.1,Gm21256
ENSMUST00000179673.1,Gm12424
ENSMUST00000179674.1,Gm22638
ENSMUST00000179675.1,Gm23804
ENSMUST00000179676.1,Gm19967
ENSMUST00000179677.1,AC126035.1
ENSMUST00000179678.1,Gm22621
ENSMUST00000179679.1,Gm8897
ENSMUST00000179683.2,Gm20091
ENSMUST00000179684.2,Otub2
ENSMUST00000179685.2,Smlr1
ENSMUST00000179687.1,Brd2
ENSMUST00000179688.2,Scgb2b19
ENSMUST00000179689.1,Sncaip
ENSMUST00000179690.1,Gm26295
ENSMUST00000179691.1,Gm24755
ENSMUST00000179692.1,Gm26506
ENSMUST00000179693.1,Ctcfl
ENSMUST00000179694.8,Anks1b
ENSMUST00000179695.4,Zfp799
ENSMUST00000179696.1,Gm21978
ENSMUST00000179697.1,Gm24464
ENSMUST00000179699.1,Gm26229
ENSMUST00000179700.1,AC163611.2
ENSMUST00000179701.1,Trav5d-4
ENSMUST00000179704.1,n-R5s107
ENSMUST00000179705.1,1700001L05Rik
ENSMUST00000179707.2,Krtap16-3
ENSMUST00000179708.1,Gm22286
ENSMUST00000179709.7,Micu1
ENSMUST00000179712.1,Gm23943
ENSMUST00000179713.1,Gm23712
ENSMUST00000179714.1,Gm24424
ENSMUST00000179715.1,AC168977.2
ENSMUST00000179716.1,Spin2e
ENSMUST00000179717.1,Gmds
ENSMUST00000179718.1,Gm15454
ENSMUST00000179719.1,Hyi
ENSMUST00000179720.1,Vmn2r-ps19
ENSMUST00000179721.7,Phlpp2
ENSMUST00000179722.1,Brd2
ENSMUST00000179723.1,Astx5
ENSMUST00000179725.2,Gm13285
ENSMUST00000179726.1,Gm10100
ENSMUST00000179728.1,Rnaset2b
ENSMUST00000179729.1,Mdga2
ENSMUST00000179730.1,Gm4956
ENSMUST00000179731.1,Rad54b
ENSMUST00000179732.1,Gm25019
ENSMUST00000179734.2,Gm2163
ENSMUST00000179735.1,Gm4308
ENSMUST00000179737.1,Gm26374
ENSMUST00000179738.1,Eno3
ENSMUST00000179740.1,Gm25230
ENSMUST00000179741.2,Gm7104
ENSMUST00000179743.2,Gm3106
ENSMUST00000179744.1,Axdnd1
ENSMUST00000179745.1,Gm8266
ENSMUST00000179747.1,Gm3594
ENSMUST00000179748.7,Nudt5
ENSMUST00000179750.1,Gm25100
ENSMUST00000179751.2,Plscr5
ENSMUST00000179752.1,Mir467a-9
ENSMUST00000179754.1,Gm22823
ENSMUST00000179755.7,Arrb1
ENSMUST00000179757.1,Asgr2
ENSMUST00000179758.7,Adtrp
ENSMUST00000179759.2,Myom1
ENSMUST00000179760.1,Erdr1
ENSMUST00000179762.7,Ly6c1
ENSMUST00000179764.1,Gm25816
ENSMUST00000179765.7,Pcgf2
ENSMUST00000179766.2,Gpr45
ENSMUST00000179767.1,Gm10142
ENSMUST00000179768.7,1110059E24Rik
ENSMUST00000179769.7,Prpf31
ENSMUST00000179770.7,Eif4enif1
ENSMUST00000179771.1,Mir133a-1hg
ENSMUST00000179772.1,Gm21379
ENSMUST00000179774.1,Gm22550
ENSMUST00000179775.1,Gm22360
ENSMUST00000179777.2,Gm19965
ENSMUST00000179778.1,Gm26434
ENSMUST00000179780.2,Tsku
ENSMUST00000179781.7,Bsg
ENSMUST00000179782.1,Gm24978
ENSMUST00000179783.1,Gm22616
ENSMUST00000179784.8,Emc1
ENSMUST00000179786.1,Gm24040
ENSMUST00000179787.1,1600029O15Rik
ENSMUST00000179788.1,Cfap47
ENSMUST00000179789.3,Trav7d-3
ENSMUST00000179790.1,Gm25286
ENSMUST00000179791.1,Gm24967
ENSMUST00000179792.2,Gm21850
ENSMUST00000179793.1,Gm17662
ENSMUST00000179794.1,Gm25173
ENSMUST00000179796.1,Ighv6-5
ENSMUST00000179797.2,Gm20594
ENSMUST00000179798.1,Gm26092
ENSMUST00000179799.1,Aadacl2fm3
ENSMUST00000179800.1,Sh3gl3
ENSMUST00000179801.2,Gm7694
ENSMUST00000179802.1,Cmtm4
ENSMUST00000179803.1,Gm3015
ENSMUST00000179804.7,Cldn12
ENSMUST00000179805.1,Gm25017
ENSMUST00000179806.1,Pld2
ENSMUST00000179807.1,Gm24638
ENSMUST00000179809.1,Gm25156
ENSMUST00000179811.1,Gm21760
ENSMUST00000179812.1,Gm23561
ENSMUST00000179813.1,Gm26332
ENSMUST00000179814.2,Scgb2a2
ENSMUST00000179815.1,Gm25352
ENSMUST00000179816.1,Snord116l12
ENSMUST00000179817.1,Gm24968
ENSMUST00000179818.2,Atxn2l
ENSMUST00000179819.1,Gm26389
ENSMUST00000179820.1,Rbm4
ENSMUST00000179821.2,Gm5527
ENSMUST00000179823.1,Gm23966
ENSMUST00000179824.1,Gm16429
ENSMUST00000179825.1,Gm25741
ENSMUST00000179826.1,Stum
ENSMUST00000179827.1,Gm24759
ENSMUST00000179828.7,Cxcr5
ENSMUST00000179829.2,Gm20821
ENSMUST00000179832.7,Hsf3
ENSMUST00000179833.1,Gm15099
ENSMUST00000179834.1,Gm22633
ENSMUST00000179835.1,Gm24264
ENSMUST00000179836.7,Kcnma1
ENSMUST00000179837.1,Rnpepl1
ENSMUST00000179839.7,Gm10717
ENSMUST00000179841.1,Gm24267
ENSMUST00000179842.2,Kcne3
ENSMUST00000179843.1,Gm26391
ENSMUST00000179845.1,Gm25870
ENSMUST00000179846.1,Gm25121
ENSMUST00000179847.1,Smg1
ENSMUST00000179848.1,Esp18
ENSMUST00000179850.2,Gm29231
ENSMUST00000179851.2,Gm9044
ENSMUST00000179852.8,Tbc1d7
ENSMUST00000179853.1,Vmn2r-ps20
ENSMUST00000179854.7,Rnpepl1
ENSMUST00000179855.1,Crlf3
ENSMUST00000179856.1,Obox4-ps21
ENSMUST00000179857.2,Tomm20
ENSMUST00000179859.1,H2al1g
ENSMUST00000179860.1,Gm6526
ENSMUST00000179861.1,Gm24219
ENSMUST00000179862.2,Gm5900
ENSMUST00000179863.7,Tnnt2
ENSMUST00000179865.7,Canx
ENSMUST00000179866.1,Gm23064
ENSMUST00000179867.1,Gm25892
ENSMUST00000179868.1,Ccdc141
ENSMUST00000179869.2,Hmgcs1
ENSMUST00000179870.1,Gm22253
ENSMUST00000179871.1,Ccl27a
ENSMUST00000179873.7,Etfbkmt
ENSMUST00000179874.1,Gm4836
ENSMUST00000179875.1,Snord116l14
ENSMUST00000179876.1,Gm25939
ENSMUST00000179879.1,Gm26189
ENSMUST00000179880.1,Gm21913
ENSMUST00000179881.1,Gm11168
ENSMUST00000179882.2,Tdgf1-ps1
ENSMUST00000179883.1,Ighd3-2
ENSMUST00000179884.1,Gm20838
ENSMUST00000179886.2,Noc2l
ENSMUST00000179887.1,n-R5s118
ENSMUST00000179889.1,Snord116l8
ENSMUST00000179890.1,AC133103.7
ENSMUST00000179891.1,Trappc13
ENSMUST00000179893.8,Ryr1
ENSMUST00000179894.1,Oaz1
ENSMUST00000179895.1,Snord116l7
ENSMUST00000179897.1,Gm24870
ENSMUST00000179898.1,Gm3696
ENSMUST00000179900.1,Srsy
ENSMUST00000179901.1,Gm21854
ENSMUST00000179904.1,Gm22288
ENSMUST00000179905.1,AF067061
ENSMUST00000179906.1,Gm26073
ENSMUST00000179907.1,G430049J08Rik
ENSMUST00000179908.7,Rab10os
ENSMUST00000179909.7,Gm21992
ENSMUST00000179911.1,Gm22069
ENSMUST00000179912.1,Gm23618
ENSMUST00000179913.1,Gm22624
ENSMUST00000179914.2,Vmn1r227
ENSMUST00000179915.3,Rhox4a2
ENSMUST00000179916.1,Gm17577
ENSMUST00000179917.1,Lce1k
ENSMUST00000179918.1,Gm23576
ENSMUST00000179919.2,Samd11
ENSMUST00000179922.1,Gm20917
ENSMUST00000179923.1,Mir467a-4
ENSMUST00000179924.7,Rab10os
ENSMUST00000179926.8,Mon1b
ENSMUST00000179927.1,Snord116l5
ENSMUST00000179928.1,Hcfc1r1
ENSMUST00000179929.7,Mgat4c
ENSMUST00000179930.2,Gm3436
ENSMUST00000179931.1,Gm25086
ENSMUST00000179932.1,Ighd5-6
ENSMUST00000179933.1,Gm25235
ENSMUST00000179934.1,Gm24488
ENSMUST00000179935.1,AC087559.3
ENSMUST00000179936.7,Epn2
ENSMUST00000179937.1,Tnfaip8
ENSMUST00000179938.1,Gm2759
ENSMUST00000179939.7,Atp2a2
ENSMUST00000179940.1,Gm3681
ENSMUST00000179941.1,BB014433
ENSMUST00000179942.1,Gm26180
ENSMUST00000179943.2,Sh3bp2
ENSMUST00000179944.1,Sgo2b
ENSMUST00000179945.2,Csmd2os
ENSMUST00000179946.2,Gm21956
ENSMUST00000179947.1,Gm3543
ENSMUST00000179948.1,Gm23003
ENSMUST00000179949.2,Gm20823
ENSMUST00000179951.1,Musk
ENSMUST00000179952.1,Gm25936
ENSMUST00000179953.1,Gm7903
ENSMUST00000179954.7,Rpl31
ENSMUST00000179955.1,Snord116l6
ENSMUST00000179956.7,Adgb
ENSMUST00000179957.1,Gm25673
ENSMUST00000179958.1,Gm25253
ENSMUST00000179960.7,Tac2
ENSMUST00000179961.1,Gm24180
ENSMUST00000179962.1,Gm24389
ENSMUST00000179963.1,Gm26188
ENSMUST00000179967.1,Gm23410
ENSMUST00000179968.7,Trim26
ENSMUST00000179970.1,Gm21477
ENSMUST00000179971.7,Rfpl4
ENSMUST00000179972.1,AC140325.3
ENSMUST00000179974.1,Gm23490
ENSMUST00000179976.2,Sh2d1b1
ENSMUST00000179977.1,Gm11239
ENSMUST00000179978.1,Gm24466
ENSMUST00000179979.1,Gm22130
ENSMUST00000179981.2,Gm16505
ENSMUST00000179982.1,Gm10717
ENSMUST00000179984.1,Gm2871
ENSMUST00000179985.7,Axdnd1
ENSMUST00000179986.7,Tm4sf5
ENSMUST00000179987.1,Gm5798
ENSMUST00000179988.1,Gm25701
ENSMUST00000179989.1,St6galnac4
ENSMUST00000179990.7,Ndufa12
ENSMUST00000179991.2,Btbd35f2
ENSMUST00000179992.7,1600014C10Rik
ENSMUST00000179993.1,Rnpepl1
ENSMUST00000179994.1,Gm6291
ENSMUST00000179995.1,n-R5s110
ENSMUST00000179996.2,Zfp994
ENSMUST00000179997.1,Trav5n-4
ENSMUST00000179998.7,Rab40c
ENSMUST00000179999.2,Gm21142
ENSMUST00000180000.1,n-R5s120
ENSMUST00000180001.1,Ighd2-8
ENSMUST00000180006.1,Gm21991
ENSMUST00000180008.1,Rbm14
ENSMUST00000180009.7,Smg1
ENSMUST00000180010.1,Gm22645
ENSMUST00000180013.2,Ighv2-9-1
ENSMUST00000180014.1,Zfp980
ENSMUST00000180015.8,Adssl1
ENSMUST00000180016.1,Zfp62
ENSMUST00000180019.1,Gm22307
ENSMUST00000180020.7,Hnrnpf
ENSMUST00000180021.1,Il18
ENSMUST00000180022.1,Gm8305
ENSMUST00000180023.7,Kcnj16
ENSMUST00000180024.1,Zfp850
ENSMUST00000180025.7,Bhlhb9
ENSMUST00000180026.1,Gm23379
ENSMUST00000180031.1,9930004E17Rik
ENSMUST00000180032.1,Gm21980
ENSMUST00000180033.7,1700003H04Rik
ENSMUST00000180035.7,Tmem181b-ps
ENSMUST00000180036.7,Oaz1
ENSMUST00000180037.7,Birc6
ENSMUST00000180038.7,1700015G11Rik
ENSMUST00000180040.1,Gm21921
ENSMUST00000180041.8,Stard9
ENSMUST00000180042.2,Muc19
ENSMUST00000180043.7,Dxo
ENSMUST00000180044.7,Kcnk2
ENSMUST00000180045.7,Chn1
ENSMUST00000180046.7,Usp34
ENSMUST00000180047.1,Gm23243
ENSMUST00000180048.2,Gm21171
ENSMUST00000180049.1,Gm6919
ENSMUST00000180050.1,Gm25891
ENSMUST00000180051.1,Gm25221
ENSMUST00000180052.7,4930544D05Rik
ENSMUST00000180053.1,Gm2035
ENSMUST00000180054.1,Gm24694
ENSMUST00000180055.1,Gm24137
ENSMUST00000180056.1,Ssty1
ENSMUST00000180058.2,Gm21729
ENSMUST00000180059.2,Gm16867
ENSMUST00000180060.1,Gm22263
ENSMUST00000180061.1,Mir466b-6
ENSMUST00000180062.7,Sulf1
ENSMUST00000180063.7,Fndc7
ENSMUST00000180064.1,Gm6221
ENSMUST00000180065.1,Gm25448
ENSMUST00000180066.8,Gm21976
ENSMUST00000180067.1,Smarce1-ps1
ENSMUST00000180068.1,Yjefn3
ENSMUST00000180070.1,Mir467a-8
ENSMUST00000180071.2,Gm21853
ENSMUST00000180072.7,Atp5h
ENSMUST00000180073.1,Gm23571
ENSMUST00000180074.1,Gm21588
ENSMUST00000180075.1,Prss54
ENSMUST00000180076.1,Gm3183
ENSMUST00000180077.6,Cebpzos
ENSMUST00000180078.1,Gm23186
ENSMUST00000180079.1,Gm23962
ENSMUST00000180080.1,Gm25942
ENSMUST00000180081.2,Kcnj11
ENSMUST00000180084.1,Obox4-ps12
ENSMUST00000180085.1,Gm24657
ENSMUST00000180086.2,H1f0
ENSMUST00000180088.1,Tbc1d10a
ENSMUST00000180089.2,Gm20474
ENSMUST00000180091.1,n-R5s93
ENSMUST00000180092.1,Gm11236
ENSMUST00000180093.1,Ccr9
ENSMUST00000180094.1,Gm26060
ENSMUST00000180095.3,Mlf2
ENSMUST00000180096.1,n-R5s128
ENSMUST00000180097.1,Trav9n-2
ENSMUST00000180098.1,Gm26139
ENSMUST00000180099.1,Gm24565
ENSMUST00000180100.1,Gm10097
ENSMUST00000180101.2,A630095N17Rik
ENSMUST00000180102.7,Crnde
ENSMUST00000180103.2,Ccr6
ENSMUST00000180104.1,Gm24508
ENSMUST00000180105.1,Gm21798
ENSMUST00000180106.1,Clec10a
ENSMUST00000180107.1,Gm26284
ENSMUST00000180108.1,Gm22446
ENSMUST00000180109.1,Gm14598
ENSMUST00000180110.8,Atxn1
ENSMUST00000180111.1,Gm25672
ENSMUST00000180112.1,Vmn2r-ps15
ENSMUST00000180116.1,Gm22917
ENSMUST00000180118.1,Gm22756
ENSMUST00000180119.1,AC132444.2
ENSMUST00000180120.1,Gm23569
ENSMUST00000180121.1,Gm25228
ENSMUST00000180122.1,n-R5s129
ENSMUST00000180123.1,Obox4-ps13
ENSMUST00000180126.1,Gm25471
ENSMUST00000180128.1,Gm21780
ENSMUST00000180129.1,Gm23805
ENSMUST00000180130.1,Gm21310
ENSMUST00000180131.1,Gm17067
ENSMUST00000180133.1,Gm21117
ENSMUST00000180134.1,Gm21572
ENSMUST00000180135.1,Gm17222
ENSMUST00000180136.1,Trim34b
ENSMUST00000180137.1,Gm23143
ENSMUST00000180138.1,Gm10410
ENSMUST00000180139.2,1700014D04Rik
ENSMUST00000180140.7,Hcfc1r1
ENSMUST00000180141.1,Gm26230
ENSMUST00000180142.1,Abcb11
ENSMUST00000180143.1,Gm3194
ENSMUST00000180144.1,Gm26269
ENSMUST00000180148.1,Gm25120
ENSMUST00000180149.1,1110002L01Rik
ENSMUST00000180150.7,Gm16405
ENSMUST00000180151.2,Gm5849
ENSMUST00000180152.7,Tnnt3
ENSMUST00000180153.1,Gm22393
ENSMUST00000180154.7,Plscr2
ENSMUST00000180156.1,Gm24020
ENSMUST00000180157.1,Gm9507
ENSMUST00000180159.7,Polr2k
ENSMUST00000180161.1,Gm7137
ENSMUST00000180162.7,1700003H04Rik
ENSMUST00000180163.1,Gm24218
ENSMUST00000180164.1,Fsd1l
ENSMUST00000180165.2,Olfr332
ENSMUST00000180167.1,Gm10359
ENSMUST00000180168.1,Gm7102
ENSMUST00000180170.1,Gm20855
ENSMUST00000180171.1,Gm25196
ENSMUST00000180173.1,Axdnd1
ENSMUST00000180175.1,Gm21529
ENSMUST00000180176.2,Gm9457
ENSMUST00000180177.2,Gm20901
ENSMUST00000180178.1,Gm3147
ENSMUST00000180179.1,Gm21118
ENSMUST00000180180.7,Ecsit
ENSMUST00000180182.1,P2ry10b
ENSMUST00000180183.7,Sh3gl3
ENSMUST00000180184.1,Gm2974
ENSMUST00000180187.1,Gm21971
ENSMUST00000180188.1,Gm21976
ENSMUST00000180189.7,Ankrd44
ENSMUST00000180190.1,Gm23523
ENSMUST00000180191.1,Gm25473
ENSMUST00000180193.1,Spint5
ENSMUST00000180194.2,Tmsb15b2
ENSMUST00000180195.7,Rad21l
ENSMUST00000180196.7,Slc39a8
ENSMUST00000180198.1,Gm5128
ENSMUST00000180199.1,Gm26431
ENSMUST00000180200.7,Nlrc3
ENSMUST00000180201.1,Fam205a2
ENSMUST00000180202.1,Gm3376
ENSMUST00000180204.7,Cacna2d1
ENSMUST00000180206.1,CAAA01205117.1
ENSMUST00000180207.7,Gm10096
ENSMUST00000180208.1,AC133095.2
ENSMUST00000180209.1,Gm23304
ENSMUST00000180210.2,Gm21399
ENSMUST00000180211.1,Mir466c-2
ENSMUST00000180212.1,Gm24659
ENSMUST00000180214.7,Zfp518b
ENSMUST00000180215.1,Ifi213
ENSMUST00000180217.1,Zbtb5
ENSMUST00000180218.1,Gm24415
ENSMUST00000180219.1,Gm12407
ENSMUST00000180220.2,Gm3985
ENSMUST00000180221.2,Nectin1
ENSMUST00000180222.7,Zbtb46
ENSMUST00000180224.2,Gm5445
ENSMUST00000180225.1,Nup88
ENSMUST00000180226.1,Gm23144
ENSMUST00000180227.1,Gm26433
ENSMUST00000180229.1,Gm24306
ENSMUST00000180230.7,Ikbkg
ENSMUST00000180231.1,Gm14625
ENSMUST00000180232.1,Gm10424
ENSMUST00000180233.2,Ppp2r3d
ENSMUST00000180234.2,Gm6098
ENSMUST00000180235.1,Bsg
ENSMUST00000180236.1,Gm22996
ENSMUST00000180237.1,Gm23512
ENSMUST00000180238.1,Mir669a-1
ENSMUST00000180239.1,Fsbp
ENSMUST00000180242.1,Cep131
ENSMUST00000180243.7,Sh3gl3
ENSMUST00000180244.1,Gm24169
ENSMUST00000180245.1,Esp24
ENSMUST00000180246.7,Ankef1
ENSMUST00000180247.1,Gm25740
ENSMUST00000180248.7,Rbm4
ENSMUST00000180249.1,Gm20931
ENSMUST00000180250.7,Eya3
ENSMUST00000180251.8,Erdr1
ENSMUST00000180252.2,Tmem151b
ENSMUST00000180253.2,Gm6100
ENSMUST00000180255.1,Gm11942
ENSMUST00000180257.1,Gm24092
ENSMUST00000180258.1,Gm25412
ENSMUST00000180259.7,Sncaip
ENSMUST00000180260.7,0610010F05Rik
ENSMUST00000180261.1,Ccdc141
ENSMUST00000180263.1,Gm25327
ENSMUST00000180264.1,Gm25528
ENSMUST00000180265.1,Gm22863
ENSMUST00000180266.1,Ighd3-1
ENSMUST00000180268.1,Gm14596
ENSMUST00000180269.1,Naxd
ENSMUST00000180270.1,Ppp2r3d
ENSMUST00000180273.1,Gm26200
ENSMUST00000180275.1,Gm24518
ENSMUST00000180276.1,Gm22347
ENSMUST00000180277.2,Slx4ip
ENSMUST00000180278.1,Atg4c
ENSMUST00000180280.1,n-R5s131
ENSMUST00000180281.1,Astx6
ENSMUST00000180282.1,Fam240b
ENSMUST00000180283.1,Tjap1
ENSMUST00000180285.1,Gm2075
ENSMUST00000180286.1,Tmem230
ENSMUST00000180288.1,Hist1h2br
ENSMUST00000180289.1,Gm11109
ENSMUST00000180290.1,Phospho2
ENSMUST00000180291.1,AC125178.1
ENSMUST00000180293.1,Flg
ENSMUST00000180294.1,Gm26058
ENSMUST00000180297.1,Gm19402
ENSMUST00000180298.1,Gm25085
ENSMUST00000180299.7,Dlgap5
ENSMUST00000180300.1,Pnrc2
